filename,uni_1_aspect,uni_2_aspect,uni_3_aspect,uni_4_aspect,uni_5_aspect,uni_6_aspect,uni_1_count,uni_1_total_area,uni_1_avg_x,uni_1_avg_y,uni_2_count,uni_2_total_area,uni_2_avg_x,uni_2_avg_y,uni_3_count,uni_3_total_area,uni_3_avg_x,uni_3_avg_y,uni_4_count,uni_4_total_area,uni_4_avg_x,uni_4_avg_y,uni_5_count,uni_5_total_area,uni_5_avg_x,uni_5_avg_y,uni_6_count,uni_6_total_area,uni_6_avg_x,uni_6_avg_y,bi_1_2_count,bi_1_2_area_ratio,bi_1_2_avg_x,bi_1_2_avg_y,bi_1_3_count,bi_1_3_area_ratio,bi_1_3_avg_x,bi_1_3_avg_y,bi_1_4_count,bi_1_4_area_ratio,bi_1_4_avg_x,bi_1_4_avg_y,bi_1_5_count,bi_1_5_area_ratio,bi_1_5_avg_x,bi_1_5_avg_y,bi_1_6_count,bi_1_6_area_ratio,bi_1_6_avg_x,bi_1_6_avg_y,bi_2_3_count,bi_2_3_area_ratio,bi_2_3_avg_x,bi_2_3_avg_y,bi_2_4_count,bi_2_4_area_ratio,bi_2_4_avg_x,bi_2_4_avg_y,bi_2_5_count,bi_2_5_area_ratio,bi_2_5_avg_x,bi_2_5_avg_y,bi_2_6_count,bi_2_6_area_ratio,bi_2_6_avg_x,bi_2_6_avg_y,bi_3_4_count,bi_3_4_area_ratio,bi_3_4_avg_x,bi_3_4_avg_y,bi_3_5_count,bi_3_5_area_ratio,bi_3_5_avg_x,bi_3_5_avg_y,bi_3_6_count,bi_3_6_area_ratio,bi_3_6_avg_x,bi_3_6_avg_y,bi_4_5_count,bi_4_5_area_ratio,bi_4_5_avg_x,bi_4_5_avg_y,bi_4_6_count,bi_4_6_area_ratio,bi_4_6_avg_x,bi_4_6_avg_y,bi_5_6_count,bi_5_6_area_ratio,bi_5_6_avg_x,bi_5_6_avg_y,tri_1_2_3_count,tri_1_2_3_area_ratio_ij,tri_1_2_3_area_ratio_jk,tri_1_2_3_avg_x,tri_1_2_3_avg_y,tri_1_2_4_count,tri_1_2_4_area_ratio_ij,tri_1_2_4_area_ratio_jk,tri_1_2_4_avg_x,tri_1_2_4_avg_y,tri_1_2_5_count,tri_1_2_5_area_ratio_ij,tri_1_2_5_area_ratio_jk,tri_1_2_5_avg_x,tri_1_2_5_avg_y,tri_1_2_6_count,tri_1_2_6_area_ratio_ij,tri_1_2_6_area_ratio_jk,tri_1_2_6_avg_x,tri_1_2_6_avg_y,tri_1_3_4_count,tri_1_3_4_area_ratio_ij,tri_1_3_4_area_ratio_jk,tri_1_3_4_avg_x,tri_1_3_4_avg_y,tri_1_3_5_count,tri_1_3_5_area_ratio_ij,tri_1_3_5_area_ratio_jk,tri_1_3_5_avg_x,tri_1_3_5_avg_y,tri_1_3_6_count,tri_1_3_6_area_ratio_ij,tri_1_3_6_area_ratio_jk,tri_1_3_6_avg_x,tri_1_3_6_avg_y,tri_1_4_5_count,tri_1_4_5_area_ratio_ij,tri_1_4_5_area_ratio_jk,tri_1_4_5_avg_x,tri_1_4_5_avg_y,tri_1_4_6_count,tri_1_4_6_area_ratio_ij,tri_1_4_6_area_ratio_jk,tri_1_4_6_avg_x,tri_1_4_6_avg_y,tri_1_5_6_count,tri_1_5_6_area_ratio_ij,tri_1_5_6_area_ratio_jk,tri_1_5_6_avg_x,tri_1_5_6_avg_y,tri_2_3_4_count,tri_2_3_4_area_ratio_ij,tri_2_3_4_area_ratio_jk,tri_2_3_4_avg_x,tri_2_3_4_avg_y,tri_2_3_5_count,tri_2_3_5_area_ratio_ij,tri_2_3_5_area_ratio_jk,tri_2_3_5_avg_x,tri_2_3_5_avg_y,tri_2_3_6_count,tri_2_3_6_area_ratio_ij,tri_2_3_6_area_ratio_jk,tri_2_3_6_avg_x,tri_2_3_6_avg_y,tri_2_4_5_count,tri_2_4_5_area_ratio_ij,tri_2_4_5_area_ratio_jk,tri_2_4_5_avg_x,tri_2_4_5_avg_y,tri_2_4_6_count,tri_2_4_6_area_ratio_ij,tri_2_4_6_area_ratio_jk,tri_2_4_6_avg_x,tri_2_4_6_avg_y,tri_2_5_6_count,tri_2_5_6_area_ratio_ij,tri_2_5_6_area_ratio_jk,tri_2_5_6_avg_x,tri_2_5_6_avg_y,tri_3_4_5_count,tri_3_4_5_area_ratio_ij,tri_3_4_5_area_ratio_jk,tri_3_4_5_avg_x,tri_3_4_5_avg_y,tri_3_4_6_count,tri_3_4_6_area_ratio_ij,tri_3_4_6_area_ratio_jk,tri_3_4_6_avg_x,tri_3_4_6_avg_y,tri_3_5_6_count,tri_3_5_6_area_ratio_ij,tri_3_5_6_area_ratio_jk,tri_3_5_6_avg_x,tri_3_5_6_avg_y,tri_4_5_6_count,tri_4_5_6_area_ratio_ij,tri_4_5_6_area_ratio_jk,tri_4_5_6_avg_x,tri_4_5_6_avg_y,label
40795.png,1.203012912482066,1.5121951219512195,2.101449275362319,0.3658536585365853,1.173913043478261,2.0,2.0,3396.0,-38.60424028268551,53.56183745583039,1.0,2542.0,72.0,60.5,1,6998.5,35.88495153723417,15.04617656164416,1.0,615.0,114.5,60.5,1.0,621.0,23.5,69.5,1.0,882.0,-67.0,12.5,0.0,0.0,0.0,0.0,2.0,0.4852468386082732,-3.3075242313829136,33.64808828082208,0.0,0.0,0.0,0.0,1.0,5.468599033816425,2.75,65.0,1.0,3.8503401360544216,-67.0,28.25,1.0,0.3632206901478888,53.942475768617086,37.77308828082208,1.0,4.133333333333334,93.25,60.5,1.0,4.093397745571659,47.75,65.0,0.0,0.0,0.0,0.0,1.0,11.379674796747969,75.19247576861709,37.77308828082208,1.0,11.269726247987116,29.692475768617086,42.27308828082208,1.0,7.934807256235827,-15.557524231382914,13.77308828082208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4852468386082732,11.269726247987116,13.794983845744724,48.34872552054805,1.0,0.4852468386082732,7.934807256235827,-32.70501615425528,23.84872552054805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3632206901478888,11.379674796747969,74.12831717907805,45.34872552054805,1.0,0.3632206901478888,11.269726247987116,43.79498384574472,48.34872552054805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
60259.png,0.0,0.8863636363636364,0.935483870967742,0.2045454545454545,1.0454545454545454,1.4090909090909092,0.0,0.0,0.0,0.0,1.0,6864.0,-46.0,4.0,1,3596.0,26.0,33.0,1.0,1584.0,-98.0,4.0,1.0,506.0,8.5,79.0,1.0,682.0,39.5,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9087875417130145,-10.0,18.5,1.0,4.333333333333333,-72.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.106719367588933,17.25,56.0,1.0,5.2727272727272725,32.75,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7419354838709677,24.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.106719367588933,0.7419354838709677,24.666666666666668,63.66666666666666,0.0,0.0,0.0,0.0,0.0,8
45409.png,1.0543478260869563,0.8979591836734694,1.1744186046511629,0.4529933481152993,1.9375,1.4761904761904765,2.0,4462.0,-2.314432989690722,115.0,1.0,2156.0,-31.0,4.5,1,5624.0,-4.72910739687056,58.01603247984826,2.0,2085.0,-17.176258992805757,63.25299760191847,1.0,496.0,32.5,10.0,1.0,651.0,32.5,32.5,0.0,0.0,0.0,0.0,2.0,0.7933854907539118,-4.73955369843528,86.50801623992413,2.0,2.1400479616306955,-4.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3833570412517781,-17.86455369843528,31.25801623992413,1.0,1.034052757793765,-49.75,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6973621103117504,-3.98955369843528,61.00801623992413,1.0,11.338709677419354,13.88544630156472,34.00801623992413,1.0,8.639016897081413,13.88544630156472,45.25801623992413,0.0,0.0,0.0,0.0,1.0,3.2027649769585254,47.25,50.0,1.0,0.7619047619047619,32.5,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7933854907539118,2.6973621103117504,-4.2430357989568535,79.00534415994943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3833570412517781,2.6973621103117504,-34.74303579895685,41.00534415994942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6973621103117504,3.2027649769585254,29.92363086770981,52.67201082661609,1.0,11.338709677419354,0.7619047619047619,20.09029753437648,33.50534415994942,0.0,0.0,0.0,0.0,0.0,19
22733.png,0.660377358490566,0.625,1.0175438596491229,2.857142857142857,0.75,0.2857142857142857,1.0,1855.0,43.5,80.5,1.0,2560.0,87.0,65.0,1,6431.0,-4.292722749183639,59.38866428238222,1.0,560.0,87.0,110.0,2.0,864.0,26.0,15.0,1.0,1134.0,-46.0,85.5,1.0,0.724609375,65.25,72.75,1.0,0.2884465868449696,19.60363862540818,69.94433214119111,1.0,3.3125,65.25,95.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3980718395272897,41.35363862540818,62.19433214119111,1.0,4.571428571428571,87.0,87.5,1.0,2.962962962962963,92.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.443287037037037,-25.14636137459182,37.19433214119111,1.0,5.671075837742505,-25.14636137459182,72.44433214119111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.724609375,0.3980718395272897,42.06909241693879,68.29622142746074,1.0,0.724609375,4.571428571428571,72.5,85.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25886.png,1.162162162162162,0.7049180327868853,0.5630252100840336,3.4,1.4210526315789471,1.45,1.0,1591.0,72.50000000000001,46.5,1.0,2433.5,73.43633997671394,99.5133210054106,1,6373.5,21.099892785230523,60.11197405925578,1.0,765.0,19.50000000000001,135.5,1.0,513.0,80.50000000000001,12.5,1.0,580.0,65.50000000000001,-13.0,1.0,0.6537908362440928,72.96816998835698,73.0066605027053,1.0,0.2496273633011689,46.79994639261527,53.305987029627886,0.0,0.0,0.0,0.0,1.0,3.101364522417154,76.50000000000001,29.5,0.0,0.0,0.0,0.0,1.0,0.3818153290970424,47.26811638097223,79.81264753233319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.331372549019608,20.29994639261527,97.80598702962789,1.0,12.423976608187134,50.79994639261527,36.305987029627886,1.0,10.988793103448277,43.29994639261527,23.55598702962789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8844827586206897,73.00000000000001,-0.25,1.0,0.6537908362440928,0.3818153290970424,55.678744253981485,68.70843168822212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2496273633011689,12.423976608187134,58.03329759507685,39.70399135308526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.423976608187134,0.8844827586206897,55.69996426174352,19.870658019751925,0.0,0.0,0.0,0.0,0.0,8
66816.png,1.4146341463414631,1.318181818181818,0.5698924731182796,0.3181818181818182,1.44,1.4615384615384617,1.0,2378.0,49.0,52.5,1.0,2552.0,49.0,4.0,1,4929.0,-12.5,49.5,1.0,616.0,91.0,4.0,1.0,900.0,-63.0,15.5,1.0,2223.0,-73.5,53.5,1.0,0.9318181818181818,49.0,28.25,1.0,0.4824508013795902,18.25,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5177520795293163,18.25,26.75,1.0,4.142857142857143,70.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.476666666666667,-37.75,32.5,1.0,2.2172739541160595,-43.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4048582995951417,-68.25,34.5,1.0,0.9318181818181818,0.5177520795293163,28.5,35.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.476666666666667,0.4048582995951417,-49.66666666666666,39.5,0.0,0.0,0.0,0.0,0.0,8
17295.png,1.1111111111111112,1.1333333333333333,0.9375,0.4509803921568627,0.8461538461538461,0.4313725490196078,1.0,2250.0,36.0,121.5,1.0,2295.0,-44.5,121.5,1,6443.5,6.704249760740808,66.93577507048445,1.0,1173.0,76.5,69.5,1.0,572.0,-4.0,131.0,1.0,1122.0,-59.0,69.5,0.0,0.0,0.0,0.0,1.0,0.3491891052999146,21.352124880370404,94.21788753524224,1.0,1.918158567774936,56.25,95.5,1.0,3.9335664335664338,16.0,126.25,0.0,0.0,0.0,0.0,1.0,0.3561728874059129,-18.8978751196296,94.21788753524224,0.0,0.0,0.0,0.0,1.0,4.0122377622377625,-24.25,126.25,1.0,2.0454545454545454,-51.75,95.5,1.0,5.493179880647912,41.6021248803704,68.21788753524223,1.0,11.26486013986014,1.352124880370404,98.96788753524224,1.0,5.742869875222817,-26.1478751196296,68.21788753524223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3491891052999146,5.493179880647912,39.73474992024693,85.97859169016148,1.0,0.3491891052999146,11.26486013986014,12.901416586913603,106.47859169016148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3561728874059129,11.26486013986014,-13.93191674641973,106.47859169016148,1.0,0.3561728874059129,5.742869875222817,-32.265250079753066,85.97859169016148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
74616.png,1.297872340425532,1.553191489361702,1.9583333333333333,0.0,0.7352941176470589,3.2142857142857144,1.0,2867.0,24.5,43.5,1.0,3431.0,-75.5,43.5,1,7381.5,-60.83311883311882,-10.729323308270663,0.0,0.0,0.0,0.0,1.0,850.0,-22.5,50.0,1.0,630.0,44.5,9.0,0.0,0.0,0.0,0.0,1.0,0.38840344103502,-18.166559416559416,16.385338345864668,0.0,0.0,0.0,0.0,1.0,3.3729411764705883,1.0,46.75,1.0,4.550793650793651,34.5,26.25,1.0,0.4648106753369911,-68.16655941655941,16.385338345864668,0.0,0.0,0.0,0.0,1.0,4.036470588235294,-49.0,46.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.684117647058823,-41.666559416559416,19.635338345864668,1.0,11.716666666666669,-8.166559416559416,-0.8646616541353325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38840344103502,8.684117647058823,-19.61103961103961,27.59022556390978,1.0,0.38840344103502,11.716666666666669,2.7222937222937227,13.923558897243112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4648106753369911,8.684117647058823,-52.94437294437294,27.59022556390978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6164.png,0.7368421052631579,0.8070175438596491,1.032967032967033,2.4285714285714284,1.5714285714285714,1.8571428571428568,1.0,2394.0,-56.0,65.5,1.0,2622.0,51.0,65.5,1,5846.0,-3.2748888128634945,42.00955068993045,1.0,1071.0,-3.5,110.5,1.0,1232.0,-76.0,17.0,1.0,1456.0,74.0,17.0,0.0,0.0,0.0,0.0,1.0,0.4095107765993842,-29.637444406431747,53.754775344965225,0.0,0.0,0.0,0.0,1.0,1.943181818181818,-66.0,41.25,0.0,0.0,0.0,0.0,1.0,0.4485118029421827,23.862555593568253,53.754775344965225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.800824175824176,62.5,41.25,1.0,5.458450046685341,-3.387444406431748,76.25477534496522,1.0,4.74512987012987,-39.63744440643175,29.504775344965225,1.0,4.0151098901098905,35.36255559356825,29.504775344965225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4095107765993842,4.74512987012987,-45.091629604287824,41.50318356331015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4485118029421827,4.0151098901098905,40.57503706237883,41.50318356331015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
23302.png,0.8589181286549707,1.1,1.4605263157894737,0.3541666666666666,0.82,0.0,2.0,2386.0,-29.376781223805544,36.92204526404021,1.0,2750.0,77.49999999999999,71.99999999999997,1,5882.5,51.18226377673891,18.15645275534777,2.0,1296.0,64.33333333333331,26.333333333333304,2.0,1566.5,24.81732099159484,72.14916480476644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4056098597535061,11.591131888369446,30.82822637767387,2.0,1.8410493827160488,-37.500000000000014,54.24999999999997,1.0,1.5231407596552824,-8.750000000000014,68.99999999999997,0.0,0.0,0.0,0.0,1.0,0.4674883127921801,64.34113188836945,45.07822637767387,0.0,0.0,0.0,0.0,1.0,1.7555059048834982,55.31527074704708,71.88663905506976,0.0,0.0,0.0,0.0,1.0,4.538966049382716,85.59113188836945,12.578226377673872,2.0,3.755186721991701,35.37376726189299,45.27154590520877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4056098597535061,3.755186721991701,11.22742125891296,52.05215091844924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4674883127921801,3.755186721991701,53.93760175694435,53.97657695516244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
